Date,Open,High,Low,Close ,Adj Close ,Volume
,,,,Close price adjusted for splits.,Adjusted close price adjusted for splits and dividend and/or capital gain distributions.,
19-Sep-25,786.42,790.8,769.19,778.38,776.56,"23,696,800"
18-Sep-25,780.75,788.78,773.36,780.25,778.42,"10,955,000"
17-Sep-25,779.99,783.29,766.31,775.72,773.9,"9,400,900"
16-Sep-25,767,781.36,765.1,779,777.17,"11,782,500"
15-Sep-25,757.47,774.07,751.99,764.7,762.91,"10,533,800"
12-Sep-25,748.73,757.57,743.76,755.59,753.82,"8,248,600"
11-Sep-25,754.65,757.1,748.37,750.9,749.14,"7,923,300"
10-Sep-25,765.13,765.7,751,751.98,750.22,"12,478,300"
9-Sep-25,757.49,766.3,753.43,765.7,763.91,"10,999,000"
8-Sep-25,756,766.51,752.02,752.3,750.54,"13,087,800"
5-Sep-25,752.62,757.95,745.03,752.45,750.69,"9,663,400"
4-Sep-25,748.57,761.16,745.82,748.65,746.9,"11,439,100"
3-Sep-25,736,740.25,733.99,737.05,735.32,"7,699,300"
2-Sep-25,726.04,736,721.73,735.11,733.39,"9,350,900"
29-Aug-25,745.28,747.14,735.35,738.7,736.97,"9,070,500"
28-Aug-25,744,753.05,740.8,751.11,749.35,"7,468,000"
27-Aug-25,752.3,754.15,742.84,747.38,745.63,"8,315,400"
26-Aug-25,750.8,754.87,747.94,754.1,752.33,"7,601,800"
25-Aug-25,754.82,758.88,750.13,753.3,751.53,"6,861,200"
22-Aug-25,739.23,756.9,734.39,754.79,753.02,"10,612,700"
21-Aug-25,744.71,745.5,733.11,739.1,737.37,"8,876,300"
20-Aug-25,747.57,750.2,731,747.72,745.97,"11,898,200"
19-Aug-25,767.12,767.17,749.36,751.48,749.72,"12,286,700"
18-Aug-25,775.09,775.81,756.56,767.37,765.57,"16,513,700"
15-Aug-25,784.15,796.25,780.82,785.23,783.39,"13,375,400"
14-Aug-25,777.88,787.81,772.51,782.13,780.3,"8,116,200"
13-Aug-25,791.15,795.46,778.23,780.08,778.25,"8,811,800"
12-Aug-25,773,793.67,772.43,790,788.15,"14,563,100"
11-Aug-25,770.08,773.46,764.67,765.87,764.08,"7,612,000"
8-Aug-25,762.75,769.9,758.58,769.3,767.5,"7,320,800"
7-Aug-25,773.49,775,759.55,761.83,760.04,"9,019,700"
6-Aug-25,770,773.64,760.46,771.99,770.18,"9,733,900"
5-Aug-25,776.45,783.13,763,763.46,761.67,"11,640,300"
4-Aug-25,760,776.85,758.41,776.37,774.55,"15,801,700"
1-Aug-25,760.73,766,745.31,750.01,748.25,"19,028,700"
31-Jul-25,775.2,784.75,765.51,773.44,771.63,"38,831,100"
30-Jul-25,708.09,708.5,691.2,695.21,693.58,"27,077,300"
29-Jul-25,720,724.47,699.91,700,698.36,"13,267,000"
28-Jul-25,715.2,724.74,712.68,717.63,715.95,"8,715,700"
25-Jul-25,716.92,720.65,711.9,712.68,711.01,"8,271,700"
24-Jul-25,717.05,723.62,714,714.8,713.13,"10,920,800"
23-Jul-25,706.37,714.63,704.93,713.58,711.91,"8,771,600"
22-Jul-25,716.19,716.6,701.41,704.81,703.16,"8,921,100"
21-Jul-25,706.8,717,705.76,712.97,711.3,"9,404,400"
18-Jul-25,702.19,704.71,691.65,704.28,702.63,"12,779,800"
17-Jul-25,704.39,705.9,697.11,701.41,699.77,"11,803,300"
16-Jul-25,713.37,713.97,699.27,702.91,701.26,"13,067,600"
15-Jul-25,723.9,724.47,709.82,710.39,708.73,"11,529,500"
14-Jul-25,717.6,728,716.55,720.92,719.23,"8,939,400"
11-Jul-25,722.5,725.16,709.7,717.51,715.83,"10,873,900"
10-Jul-25,731.55,735.8,719.6,727.24,725.54,"9,913,600"
9-Jul-25,722.72,737.53,722.72,732.78,731.06,"11,418,000"
8-Jul-25,721.57,722.91,714.81,720.67,718.98,"7,770,700"
7-Jul-25,717.6,727,713.51,718.35,716.67,"9,457,100"
3-Jul-25,726.61,729.03,714.42,719.01,717.33,"8,601,700"
2-Jul-25,715.33,720.3,712.8,713.57,711.9,"9,336,700"
1-Jul-25,736.88,737.75,715.37,719.22,717.53,"13,431,200"
30-Jun-25,744.55,747.9,734.25,738.09,736.36,"15,402,100"
27-Jun-25,726.52,735.43,725.86,733.63,731.91,"18,775,700"
26-Jun-25,714.36,728.22,711.05,726.09,724.39,"13,964,800"
25-Jun-25,713.32,716.58,705.38,708.68,707.02,"9,320,400"
24-Jun-25,704.89,713.19,702.11,712.2,710.53,"13,823,200"
23-Jun-25,683.69,699.05,678.75,698.53,696.89,"11,080,100"
20-Jun-25,700.75,701.82,678.67,682.35,680.75,"22,538,600"
18-Jun-25,698.18,701.59,694.9,695.77,694.14,"10,068,300"
17-Jun-25,702,705.97,696.06,697.23,695.6,"10,066,100"
16-Jun-25,0.525 Dividend ,,,,,
,Dividends on any given ex-date include regular and any special dividends,,,,,
16-Jun-25,699.33,707.15,693.51,702.12,700.47,"13,720,300"
13-Jun-25,687.95,694.57,681.01,682.87,680.75,"9,274,400"
12-Jun-25,693.3,695.38,687,693.36,691.2,"7,322,700"
11-Jun-25,703.71,708.87,691.99,694.14,691.98,"9,582,500"
10-Jun-25,701.35,703.23,691.56,702.4,700.22,"10,850,100"
9-Jun-25,698.46,705.19,693.94,694.06,691.9,"12,773,200"
6-Jun-25,696.17,702.81,691.87,697.71,695.54,"11,728,000"
5-Jun-25,691.66,694.38,682.25,684.62,682.49,"13,083,100"
4-Jun-25,669.32,689,668.57,687.95,685.81,"14,031,900"
3-Jun-25,671.45,675.58,665.03,666.85,664.78,"11,585,000"
2-Jun-25,644.39,673.26,644.26,670.9,668.81,"15,766,300"
30-May-25,642.5,649.41,632.78,647.49,645.48,"16,241,000"
